Character_ID,Date,Character_Name,Total
382105,2021,Deadpool,883259.87
382106,2021,Doctor Strange,581546.78
382107,2021,Hellion,1091352.78
382108,2021,Hulk,3230742.07
382109,2021,Iron Man,1317025.2700000003
382110,2021,Juggernaut,97806.87000000001
382111,2021,Kang,579466.31
382112,2021,Loki,93122.61
382113,2021,Magneto,1137854.3499999999
382114,2021,Marauders,1397688.56
382115,2021,Onslaught,193906.41
382116,2021,Spider-Man,16575656.550000003
382117,2021,Taskmaster,282184.77
382118,2021,Thanos,220323.81
382119,2021,Thor,2460226.39
382120,2021,Wolverine,2561525.23
382121,2021,X-Men,7648982.750000001
382122,2021,Avengers,3710239.8200000003
382123,2021,Ghost Rider,196316.58000000002
382124,2021,Venom,4887723.18
382125,2021,Guardians of the Galaxy,1386215.69
382126,2021,Fantastic Four,2432901.02
